English word,Greek words,Synsets
,,get by buying and selling
,,cause to move along an axis or into a new direction
,,"channel one's attention, interest, thought, or attention toward or away from something"
,,cause (a plastic object) to assume a crooked or angular form
,,alter the functioning or setting of
,,direct at someone
,,have recourse to or make an appeal or request for help or information to
,,go sour or spoil
,,become officially one year older
Turnip,γογγυλίς,widely cultivated plant having a large fleshy edible white or yellow root
,,root of any of several members of the mustard family
Turpitude,"πονηρία, μοχθηρία",a corrupt or depraved or degenerate act or practice
Turret,"πύργος, ἔπαλξις",a small tower extending above a building
,,a self-contained weapons platform housing guns and capable of rotation
Tusk,ὀδούς,a hard smooth ivory colored dentine that makes up most of the tusks of elephants and walruses
,,a long pointed tooth specialized for fighting or digging; especially in an elephant or walrus or hog
,,stab or pierce with a horn or tusk
,,remove the tusks of animals
Tussle,"ἀγωνία, πάλαισμα, ἆθλος, ἅμιλλα, ἀγών",disorderly fighting
,,fight or struggle in a confused way at close quarters
,,make messy or untidy
Tutelage,"φυλακή, ἐπιτροπεία",teaching pupils individually (usually by a tutor hired privately)
,,attention and management implying responsibility for safety
Tutelary,"προστατεῖν, δημοῦχος, σωτήριος, ἐπίσκοπος, ἀλεξητήριος, ἑστιοῦχος, πολισσοῦχος, πολιοῦχος, ἀμφέπειν, προστατήριος, ἔχειν, ἐπισκοπεῖν, λαγχάνειν",providing protective supervision; watching over or safeguarding
Tutor,"διδάσκαλος, ἐπίτροπος, παιδαγωγός","a person who gives private instruction (as in singing, acting, etc.)"
,,be a tutor to someone; give individual instruction
,,act as a guardian to someone
Twain,"διχῆ, ῥαχίζειν, δίχα",two items of the same kind
Twang,"ψόφος, κλαγγή, ψαλμός",a sharp vibrating sound (as of a plucked string)
,,exaggerated nasality in speech (as in some regional dialects)
,,cause to sound with a twang
,,sound with a twang
,,twitch or throb with pain
,,pluck (strings of an instrument)
,,pronounce with a nasal twang
Tweezers,θερμαστρίς,a hand tool for holding consisting of a compound lever for grasping
Twelfth,δωδέκατος,position 12 in a countable series of things
,,one part in twelve equal parts
,,coming next after the eleventh and just before the thirteenth in position
Twelve,"δωδεκάκις, δώδεκα",the cardinal number that is the sum of eleven and one
,,denoting a quantity consisting of 12 items or units
Twentieth,εἰκοστός,position 20 in a countable series of things
,,coming next after the nineteenth in position
Twenty,εἴκοσι,the cardinal number that is the sum of nineteen and one
,,a United States bill worth 20 dollars
,,denoting a quantity consisting of 20 items or units
Twice,"δίς, διπλάσιος",two times
,,to double the degree
Twig,"κλῆμα, τά, πτόρθος, κάρφη, κλών",a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year
,,branch out in a twiglike manner
,,"understand, usually after some initial difficulty"
Twilight,"κνέφας, ὄρθρος",the time of day immediately following sunset
,,the diffused light from the sky when the sun is below the horizon but its rays are refracted by the atmosphere of the earth
,,a condition of decline following successes
,,lighted by or as if by twilight; -Henry Fielding
Twin,δίδυμος,either of two offspring born at the same time from the same pregnancy
,,(astrology) a person who is born while the sun is in Gemini
,,a waterfall in the Snake River in southern Idaho
,,a duplicate copy
,,duplicate or match
,,"bring two objects, ideas, or people together"
,,grow as twins
,,give birth to twins
,,being two identical
Twine,"περιβάλλειν, ἑλίσσειν, πλέκειν, ἐμπλέκειν, εἱλίσσειν, ἀμφιβάλλειν, συμπλέκειν",a lightweight cord
,,"spin,wind, or twist together"
,,arrange or or coil around
,,make by twisting together or intertwining
,,form into a spiral shape
Twinge,"σπασμός, ὀδύνη, ἐνθύμιον, λύπη, μεταμέλεια",a sudden sharp feeling
,,a sharp stab of pain
,,cause a stinging pain
,,"feel a sudden sharp, local pain"
,,squeeze tightly between the fingers
Twinkle,ἀστραπή,a rapid change in brightness; a brief spark or flash
,,merriment expressed by a brightness or gleam or animation of countenance
,,gleam or glow intermittently
,,emit or reflect light in a flickering manner
Twinkling,"ποικίλος, αἰόλος",a very short time (as the time it takes the eye to blink or the heart to beat)
,,gleam or glow intermittently
,,emit or reflect light in a flickering manner
,,shining intermittently with a sparkling light
Twirl,"στροφή, δίνη",a sharp bend in a line produced when a line having a loop is pulled tight
,,the act of rotating rapidly
,,turn in a twisting or spinning motion
,,cause to spin
Twist,"στρέμμα, λυγισμοὶστροφαί, στροφή, σπάσμα, πλοκή, ἅμμα, πλέγμα",an unforeseen development
,,an interpretation of a text or action
,,any clever maneuver
,,the act of rotating rapidly
,,a sharp strain on muscles or ligaments
,,a sharp bend in a line produced when a line having a loop is pulled tight
,,a circular segment of a curve
,,a miniature whirlpool or whirlwind resulting when the current of a fluid doubles back on itself
,,a jerky pulling movement
,,a hairdo formed by braiding or twisting the hair
,,social dancing in which couples vigorously twist their hips and arms in time to the music; was popular in the 1960s
,,the act of winding or twisting
,,turning or twisting around (in place)
,,"to move in a twisting or contorted motion, (especially when struggling)"
,,cause (a plastic object) to assume a crooked or angular form
,,turn in the opposite direction
,,form into a spiral shape
,,form into twists
,,extend in curves and turns
,,do the twist
,,"twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates"
,,practice sophistry; change the meaning of or be vague about in order to mislead or deceive
,,twist suddenly so as to sprain
Twisted,"καμπύλος, στρεπτός, σκολιός, διάστροφος, ἑλικτός, πλεκτός, πολύπλοκος","to move in a twisting or contorted motion, (especially when struggling)"
,,cause (a plastic object) to assume a crooked or angular form
,,turn in the opposite direction
,,form into a spiral shape
,,form into twists
,,extend in curves and turns
,,do the twist
,,"twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates"
,,practice sophistry; change the meaning of or be vague about in order to mislead or deceive
,,twist suddenly so as to sprain
,,having an intended meaning altered or misrepresented
Twitch,"σφαδασμός, σπασμός",a sudden muscle spasm; especially one caused by a nervous condition
,,"make an uncontrolled, short, jerky motion"
,,"move with abrupt, seemingly uncontrolled motions"
,,toss with a sharp movement so as to cause to turn over in the air
,,squeeze tightly between the fingers
,,move or pull with a sudden motion
Twitter,"εὐστομεῖν, πιππίζειν, ἀμφιτιττυβίζειν",a series of chirps
,,"make high-pitched sounds, as of birds"
Two,"δίπτυχοι, δισσοί, διχῆ, σύνδυο, δυάς, διπλοῦς, δίχα",the cardinal number that is the sum of one and one or a numeral representing this number
,,one of the four playing cards in a deck that have two spots
,,being one more than one
Two-fold,"δίπτυχος, διπλάσιος, διπλοῦς",having more than one decidedly dissimilar aspects or qualities; ; - R.W.Emerson; -Frederick Harrison
,,twice as great or many
Type,"σημεῖον, παράδειγμα, εἶδος, τύπος, σύμβολον, εἰκών, γένος, ἰδέα",a subdivision of a particular kind of thing
,,a person of a specified kind (usually with many eccentricities)
,,(biology) the taxonomic group whose characteristics are used to define the next higher taxon
,,printed characters
,,all of the tokens of the same symbol
,,a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper
,,write by means of a keyboard with types
,,identify as belonging to a certain type
Typify,ὑποτιθέναι,embody the essential characteristics of or be a typical example of
,,"express indirectly by an image, form, or model; be a symbol"
Tyrannical,"τυραννικός, τύραννος, δεσποτικός",marked by unjust severity or arbitrary behavior
